id,image path,caption,page number,chapter number,chapter name,book name,Author
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_26pg.png,"P. J. H Cuijpers, Reichsmuseum in Amsterdam, 1876",26,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_27pg.png,"P. J. H Cuijpers, Hauptbahnhof in Amsterdam, 1880",27,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_30pg.png,"H. P. Berlage, Erster Entwurf für die Börse in Amsterdam, 1897",30,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_31pg.png,"H. P. Berlage, Zweiter Entwurf für die Börse in Amsterdam, 1897",31,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_32pg.png,"H. P. Berlage, Dritter Entwurf für die Börse in Amsterdam, 1897",32,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_33pg.png,"H. P. Berlage, Börse in Amsterdam, 1898",33,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_36pg.png,"H. P. Berlage, Entwurf für ein Mausleum, 1889",36,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_39pg.png,"H. P. Berlage, Entwurf für einBethovenhuis inBloemendaal, 1908",39,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_40pg.png,"H. P. Berlage, Ekontogebäude in London, 1914",40,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_42pg.png,"M. DE Klerk, Etagenhäuser von Herrn Hille in Amsterdam. 1911",42,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_45pg.png,"J. M. Van der Mey, Schiffahrstsgebäude in Amsterdam. 1912",45,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_46pg.png,"P. Kramer, Seeleuteheim in den Helder, 1914",46,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_47pg.png,"M. DE Klerk, Entwurf für Etagenhäuser an der Peripherie einer kleinstadt, 1916",47,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_48pg.png,"M. DE Klerk, Etagenhäuser Spaarndammerplantsoen in Amsterdam, 1913",48,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_50pg.png,"M. DE Klerk, Etagenhäuser Spaarndammerplantsoen in Amsterdam, 1914",50,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_51pg.png,"M. DE Klerk, Etagenhäuser Spaarndammerplantsoen in Amsterdam, 1917",51,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_52pg.png,"M. DE Klerk, Etagenhäuser Spaarndammerplantsoen in Amsterdam, 1917",52,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_53pg.png,"M. DE Klerk, Etagenhäuser Amstellaan in Amsterdam, 1920",53,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_54pg.png,"M. DE Klerk, Entwurf für ein Auktionsgebäude für Blumenverkauf in Aslsmeer, 1922",54,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_56pg.png,"J. J. P. Oud, Entwurf für eine Häuserreihe am Meeresstrande, 1917",56,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_57pg.png,"J. J. P. Oud, Entwurf für ein Fabrikgebäude in Purmerend, 1919",57,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
,/Users/ohyoungmo/Bauhausorbits/10_Holländische Architektur/10_Holländische Architektur_58pg.png,"J. B. Van Loghem, Saalbau Wohnungsgruppe Rosehaghe in Haarlem, 1920",58,,Die Entwickung der Modernen Baukunst in Hollnad,Holländische Architektur,J. J. P. Oud
