id,image path,caption,page number,chapter number,chapter name,book name,Author
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_28pg(1).png,"otti berger(bauhaus, 2. semester 1928) tasttafel aus fäden",28,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_28pg(2).png,"hirich bredendieck(bauhaus, 2.semester 1927) tastafel mit grafischer darstellung",28,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_29pg(1).png,"werner zimmermann(bauhaus, 2 .semester 1927) für druk und vibrationsempfindungen kombinierte tasttafel aus schrauben",29,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_29pg(2).png,"siegfried giesenschlag(bauhaus, 2.semester 1927) tasttafel aus nägeln, hergestellt für registrierung von stichemfindungen",29,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_31pg(1).png,"rudolf marwitz(bauhaus, 2.semester 1928) drehbare tasttrommel mith verschiedenen in sich zeilenweise abgestuften kontrastierenden",31,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_32pg(1).png,"zierath(bauhaus, 2.semester 1927) zweizeilige tasttafel und versuch zu ihrer grafischen übersetzung",32,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_33pg(1).png,"walter kaminski (bauhaus, 2. Semester 1927) zweizeilige, drehbare tasttafel mit nebeneinander liegenden kontrastierenden taktiiischen werten von weich zu hart, von glatt zu rauh.",33,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_34pg(1).png,"omas flake (bauhaus, 2. Semester 1928) vierzeilige tasttafel von rauhstufen und das dazugehörende diagramm",34,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_35pg(1).png,"gerda marx (bauhaus, 2. semester 1928) tasttafel aus papier mit reich ge- gliederten tastwerten für druck- und Vibrationsempfindungen (glatt, rauh, hart, weich, gerillt, gerippt, gewarzt).",35,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
,/Users/ohyoungmo/Bauhausorbits/14_moholy_nagy_vonMaterialzurArchitektur/14_moholy_nagy_vonMaterialzurArchitektur_36pg(1).png,"ustav hassenpflug (bauhaus, 2. Semester 1927) vibrations- und druckbrücke. Spiralfederkonstruktion mit lamellen aus verschiedenen materialien.",36,2,das material,moholy nagy von Material zur Architektur,Moholy nagy
